Car_ID,Brand,Model,Year,Age ,Mileage(km),Fuel_Type,Transmission,Owner,Location,Market_Price(INR)
2923,Maruti,Swift,2008,17,37261,CNG,Automatic,2nd Owner,Ahmedabad,377228
2924,Volkswagen,Taigun,2012,13,23810,CNG,Automatic,1st Owner,Delhi,859896
2925,Renault,Kiger,2015,10,110195,CNG,Manual,1st Owner,Chennai,666564
2926,Renault,Triber,2008,17,108155,CNG,Automatic,2nd Owner,Bangalore,365669
2927,Tata,Punch,2016,9,102748,CNG,Manual,3rd Owner,Nagpur,858389
2928,Volkswagen,Taigun,2020,5,99928,Petrol,Automatic,2nd Owner,Mumbai,610388
2929,Kia,Carens,2008,17,55703,Electric,Manual,1st Owner,Bangalore,426384
2930,Honda,City,2019,6,31676,CNG,Automatic,3rd Owner,Ahmedabad,441825
2931,Renault,Kiger,2020,5,69371,CNG,Manual,3rd Owner,Chennai,1110866
2932,Maruti,Celerio,2011,14,135892,CNG,Automatic,3rd Owner,Kolkata,120129
2933,Maruti,Baleno,2017,8,31417,Petrol,Manual,2nd Owner,Chennai,250543
2934,Maruti,Swift,2019,6,14244,Electric,Automatic,3rd Owner,Hyderabad,287516
2935,Ford,Freestyle,2010,15,143674,CNG,Automatic,3rd Owner,Pune,591149
2936,Tata,Nexon,2016,9,66957,Electric,Automatic,2nd Owner,Bangalore,1054688
2937,Ford,Endeavour,2012,13,101472,CNG,Automatic,1st Owner,Ahmedabad,186670
2938,Tata,Punch,2022,3,61203,CNG,Manual,1st Owner,Bangalore,1395938
2939,Mahindra,XUV700,2005,20,24506,CNG,Manual,1st Owner,Nagpur,455555
2940,Honda,Amaze,2020,5,86200,Diesel,Automatic,2nd Owner,Bangalore,1032319
2941,Volkswagen,Virtus,2019,6,21398,CNG,Manual,1st Owner,Mumbai,367253
2942,Mahindra,Thar,2018,7,100618,Diesel,Automatic,1st Owner,Jaipur,617232
2943,Toyota,Glanza,2018,7,67202,Electric,Automatic,3rd Owner,Pune,566283
2944,Kia,Carnival,2018,7,32180,Petrol,Manual,3rd Owner,Delhi,765457
2945,Tata,Nexon,2013,12,48618,CNG,Manual,2nd Owner,Pune,336066
2946,Kia,Sonet,2015,10,85251,Electric,Automatic,2nd Owner,Hyderabad,676998
2947,Toyota,Glanza,2010,15,103247,CNG,Automatic,2nd Owner,Pune,225894
2948,Kia,Carens,2007,18,61054,Electric,Automatic,1st Owner,Jaipur,83315
2949,Tata,Nexon,2011,14,149865,Petrol,Manual,2nd Owner,Kolkata,710525
2950,Hyundai,Verna,2013,12,135195,Petrol,Automatic,2nd Owner,Delhi,324838
2951,Hyundai,Creta,2021,4,68918,Diesel,Manual,2nd Owner,Hyderabad,391232
2952,Hyundai,i20,2019,6,49298,Diesel,Automatic,1st Owner,Bangalore,176206
2953,Ford,Aspire,2019,6,131590,Petrol,Manual,2nd Owner,Ahmedabad,1071776
2954,Kia,Sonet,2019,6,103885,Diesel,Automatic,1st Owner,Ahmedabad,1251312
2955,Hyundai,Venue,2010,15,29591,Electric,Manual,1st Owner,Hyderabad,984087
2956,Ford,Freestyle,2006,19,83591,Petrol,Automatic,3rd Owner,Bangalore,82666
2957,Tata,Harrier,2014,11,91116,Electric,Automatic,3rd Owner,Kolkata,971225
2958,Volkswagen,Polo,2017,8,14700,CNG,Manual,3rd Owner,Mumbai,1306420
2959,Honda,Civic,2006,19,132544,Petrol,Manual,2nd Owner,Delhi,311293
2960,Hyundai,Verna,2019,6,18914,Petrol,Manual,3rd Owner,Chennai,458500
2961,Kia,Sonet,2023,2,107566,Electric,Manual,2nd Owner,Hyderabad,656647
2962,Toyota,Glanza,2007,18,70265,Electric,Manual,2nd Owner,Delhi,492997
2963,Tata,Altroz,2008,17,116003,Petrol,Automatic,2nd Owner,Hyderabad,533744
2964,Volkswagen,Vento,2011,14,101483,Diesel,Automatic,1st Owner,Nagpur,188542
2965,Toyota,Etios,2012,13,90530,Petrol,Automatic,2nd Owner,Chennai,503925
2966,Mahindra,Thar,2008,17,11815,Diesel,Manual,2nd Owner,Mumbai,180431
2967,Kia,Sonet,2011,14,27749,CNG,Automatic,3rd Owner,Nagpur,956904
2968,Maruti,Baleno,2015,10,123959,Petrol,Automatic,2nd Owner,Pune,1073672
2969,Mahindra,Bolero,2016,9,112690,Electric,Manual,3rd Owner,Hyderabad,256678
2970,Ford,Figo,2015,10,29437,Electric,Automatic,3rd Owner,Bangalore,848403
2971,Renault,Captur,2022,3,72860,Petrol,Automatic,2nd Owner,Ahmedabad,1774407
2972,Ford,Figo,2005,20,106652,CNG,Manual,2nd Owner,Chennai,351609
2973,Mahindra,Bolero,2020,5,66953,Petrol,Manual,1st Owner,Delhi,956091
2974,Ford,Endeavour,2015,10,136038,CNG,Automatic,1st Owner,Mumbai,668452
2975,Kia,Seltos,2023,2,84552,Electric,Manual,1st Owner,Jaipur,536364
2976,Ford,Figo,2015,10,80893,Diesel,Automatic,1st Owner,Ahmedabad,941084
2977,Honda,WRV,2018,7,35767,Petrol,Manual,1st Owner,Ahmedabad,1460217
2978,Renault,Triber,2014,11,97037,Electric,Automatic,2nd Owner,Delhi,1095648
2979,Renault,Duster,2010,15,106554,Diesel,Automatic,3rd Owner,Chennai,471363
2980,Maruti,Baleno,2023,2,7730,CNG,Automatic,3rd Owner,Chennai,1633262
2981,Ford,Endeavour,2023,2,52709,Electric,Manual,1st Owner,Jaipur,719305
2982,Kia,Carnival,2006,19,121092,Electric,Automatic,2nd Owner,Nagpur,329124
2983,Mahindra,XUV700,2023,2,111500,Diesel,Automatic,1st Owner,Ahmedabad,1611463
2984,Renault,Kwid,2007,18,19463,Electric,Manual,2nd Owner,Pune,216330
2985,Ford,Ecosport,2010,15,13514,Electric,Manual,2nd Owner,Bangalore,345373
2986,Mahindra,Bolero,2009,16,61537,Diesel,Automatic,2nd Owner,Kolkata,115047
2987,Maruti,Dzire,2023,2,72787,Diesel,Manual,2nd Owner,Nagpur,1371062
2988,Mahindra,Thar,2019,6,145951,Electric,Automatic,1st Owner,Nagpur,756630
2989,Kia,Carens,2012,13,131456,Petrol,Manual,2nd Owner,Hyderabad,467979
2990,Kia,Carens,2014,11,144384,Electric,Automatic,1st Owner,Pune,321270
2991,Kia,Seltos,2013,12,48704,CNG,Automatic,2nd Owner,Delhi,1229593
2992,Toyota,Glanza,2019,6,112530,CNG,Manual,2nd Owner,Chennai,220110
2993,Ford,Freestyle,2021,4,122081,Electric,Manual,3rd Owner,Delhi,255997
2994,Volkswagen,Vento,2010,15,37071,Diesel,Manual,2nd Owner,Mumbai,242850
2995,Toyota,Yaris,2017,8,113712,Diesel,Manual,3rd Owner,Ahmedabad,1358262
2996,Tata,Punch,2020,5,58210,Petrol,Automatic,1st Owner,Hyderabad,1325194
2997,Tata,Punch,2008,17,129227,Electric,Automatic,2nd Owner,Pune,436786
2998,Mahindra,Scorpio,2022,3,137791,Petrol,Automatic,1st Owner,Mumbai,939683
2999,Maruti,Baleno,2021,4,132839,CNG,Automatic,3rd Owner,Pune,590072
3000,Tata,Altroz,2005,20,26566,Electric,Automatic,2nd Owner,Chennai,240274
3001,Honda,Civic,2020,5,41041,Petrol,Manual,2nd Owner,Kolkata,1354239
3002,Renault,Triber,2005,20,30604,CNG,Manual,2nd Owner,Nagpur,379476
3003,Tata,Nexon,2012,13,109397,Petrol,Automatic,3rd Owner,Chennai,579563
3004,Mahindra,Scorpio,2005,20,102638,Electric,Manual,1st Owner,Jaipur,180092
3005,Maruti,Dzire,2006,19,28048,CNG,Automatic,2nd Owner,Nagpur,191540
3006,Ford,Endeavour,2007,18,75226,CNG,Manual,3rd Owner,Ahmedabad,61048
3007,Maruti,Swift,2023,2,118321,Electric,Automatic,3rd Owner,Delhi,263231
3008,Toyota,Innova,2023,2,39261,Petrol,Manual,3rd Owner,Delhi,1356925
3009,Mahindra,Scorpio,2023,2,122955,Petrol,Automatic,3rd Owner,Bangalore,1587004
3010,Kia,Sonet,2023,2,32037,CNG,Automatic,2nd Owner,Pune,487536
3011,Mahindra,XUV700,2019,6,26831,CNG,Manual,1st Owner,Ahmedabad,1266628
3012,Renault,Triber,2008,17,86205,Diesel,Automatic,3rd Owner,Ahmedabad,336299
3013,Tata,Harrier,2009,16,95656,Petrol,Manual,3rd Owner,Pune,278336
3014,Volkswagen,Virtus,2019,6,66770,Electric,Automatic,2nd Owner,Delhi,841306
3015,Honda,Amaze,2015,10,84770,Electric,Automatic,1st Owner,Nagpur,886031
3016,Hyundai,Creta,2017,8,85579,Diesel,Manual,1st Owner,Nagpur,264949
3017,Mahindra,Thar,2022,3,9918,CNG,Manual,2nd Owner,Ahmedabad,1890186
3018,Maruti,Swift,2023,2,80256,Petrol,Manual,2nd Owner,Chennai,1661886
3019,Ford,Ecosport,2014,11,48985,Electric,Automatic,3rd Owner,Delhi,382473
3020,Volkswagen,Vento,2006,19,62887,Electric,Manual,1st Owner,Nagpur,132366
3021,Honda,City,2008,17,92054,Diesel,Automatic,1st Owner,Pune,199292
3022,Tata,Altroz,2017,8,86458,Petrol,Automatic,2nd Owner,Chennai,1150200
3023,Maruti,Swift,2007,18,141761,CNG,Manual,3rd Owner,Bangalore,255431
3024,Volkswagen,Taigun,2019,6,85261,Diesel,Manual,3rd Owner,Jaipur,851762
3025,Toyota,Yaris,2018,7,113904,Electric,Automatic,1st Owner,Chennai,772391
3026,Maruti,Baleno,2010,15,118056,Diesel,Automatic,2nd Owner,Bangalore,571663
3027,Maruti,Baleno,2009,16,9167,Petrol,Manual,2nd Owner,Hyderabad,746030
3028,Honda,Jazz,2009,16,123386,Electric,Manual,3rd Owner,Chennai,408939
3029,Maruti,WagonR,2010,15,70164,Petrol,Automatic,3rd Owner,Ahmedabad,306229
3030,Maruti,Dzire,2019,6,100337,CNG,Manual,3rd Owner,Bangalore,1015885
3031,Volkswagen,Virtus,2023,2,10039,CNG,Automatic,1st Owner,Nagpur,971680
3032,Toyota,Glanza,2021,4,127895,Diesel,Automatic,2nd Owner,Bangalore,859663
3033,Kia,Seltos,2012,13,69559,Petrol,Automatic,1st Owner,Hyderabad,658395
3034,Mahindra,Bolero,2010,15,65293,Electric,Automatic,1st Owner,Delhi,296619
3035,Renault,Triber,2005,20,146225,CNG,Manual,3rd Owner,Ahmedabad,117272
3036,Mahindra,Thar,2006,19,89986,Petrol,Automatic,1st Owner,Delhi,270717
3037,Toyota,Innova,2005,20,132788,Petrol,Automatic,2nd Owner,Chennai,392192
3038,Maruti,Celerio,2013,12,18717,CNG,Manual,1st Owner,Hyderabad,822845
3039,Hyundai,i10,2023,2,45965,CNG,Automatic,1st Owner,Delhi,1261460
3040,Maruti,Dzire,2021,4,24757,Petrol,Manual,3rd Owner,Chennai,262833
3041,Mahindra,Thar,2013,12,22925,Electric,Manual,2nd Owner,Ahmedabad,755514
3042,Hyundai,Venue,2018,7,65454,Diesel,Manual,2nd Owner,Kolkata,724746
3043,Ford,Figo,2018,7,40160,Petrol,Automatic,3rd Owner,Kolkata,794641
3044,Maruti,Swift,2019,6,119247,Petrol,Automatic,1st Owner,Hyderabad,471987
3045,Volkswagen,Virtus,2021,4,98978,Electric,Automatic,2nd Owner,Pune,969221
3046,Mahindra,XUV500,2005,20,137431,Petrol,Manual,1st Owner,Mumbai,91101
3047,Ford,Figo,2006,19,61767,Diesel,Automatic,3rd Owner,Jaipur,500129
3048,Kia,Sonet,2006,19,78674,Electric,Manual,2nd Owner,Bangalore,456028
3049,Kia,Carnival,2022,3,97357,Petrol,Automatic,2nd Owner,Nagpur,344008
3050,Maruti,Celerio,2017,8,92574,Electric,Manual,2nd Owner,Ahmedabad,550415
3051,Maruti,Dzire,2009,16,132998,Diesel,Manual,3rd Owner,Jaipur,197078
3052,Honda,WRV,2009,16,55634,Electric,Manual,2nd Owner,Kolkata,415068
3053,Kia,Sonet,2005,20,144845,Diesel,Manual,2nd Owner,Nagpur,326857
3054,Kia,Carens,2008,17,71926,CNG,Automatic,3rd Owner,Jaipur,298030
3055,Hyundai,Creta,2017,8,131040,CNG,Manual,2nd Owner,Kolkata,1238015
3056,Ford,Endeavour,2016,9,22924,CNG,Automatic,1st Owner,Pune,1192600
3057,Ford,Figo,2016,9,100798,Electric,Manual,2nd Owner,Bangalore,319598
3058,Renault,Duster,2023,2,43417,Petrol,Manual,1st Owner,Chennai,2213939
3059,Toyota,Etios,2015,10,61079,Diesel,Automatic,3rd Owner,Ahmedabad,1267249
3060,Maruti,Baleno,2008,17,104228,Electric,Automatic,1st Owner,Nagpur,250162
3061,Hyundai,Creta,2014,11,148525,Electric,Manual,1st Owner,Pune,319545
3062,Maruti,Baleno,2016,9,81040,CNG,Automatic,1st Owner,Mumbai,866643
3063,Maruti,Celerio,2006,19,149326,Diesel,Automatic,2nd Owner,Ahmedabad,210188
3064,Renault,Duster,2014,11,103961,Petrol,Automatic,1st Owner,Mumbai,516129
3065,Honda,Amaze,2021,4,62608,Petrol,Manual,1st Owner,Nagpur,410716
3066,Toyota,Glanza,2014,11,64251,Petrol,Automatic,3rd Owner,Hyderabad,335485
3067,Volkswagen,Virtus,2015,10,76164,Electric,Automatic,1st Owner,Jaipur,1232206
3068,Toyota,Innova,2021,4,103983,Diesel,Manual,2nd Owner,Delhi,1508015
3069,Ford,Figo,2005,20,48498,Diesel,Manual,1st Owner,Delhi,232242
3070,Honda,City,2016,9,105202,Electric,Automatic,1st Owner,Delhi,813341
3071,Toyota,Yaris,2023,2,16397,CNG,Manual,3rd Owner,Delhi,2275851
3072,Maruti,WagonR,2007,18,113217,Electric,Automatic,1st Owner,Jaipur,169487
3073,Mahindra,XUV700,2009,16,132872,CNG,Automatic,2nd Owner,Nagpur,105116
3074,Ford,Ecosport,2018,7,26731,CNG,Manual,2nd Owner,Kolkata,1165521
3075,Honda,Jazz,2014,11,45709,Petrol,Manual,1st Owner,Hyderabad,423371
3076,Kia,Carnival,2011,14,23480,Diesel,Automatic,1st Owner,Ahmedabad,230341
3077,Maruti,Baleno,2007,18,33803,Petrol,Manual,2nd Owner,Kolkata,215309
3078,Hyundai,Verna,2012,13,112155,Petrol,Automatic,1st Owner,Mumbai,500261
3079,Hyundai,Verna,2023,2,37542,Petrol,Manual,3rd Owner,Chennai,1705812
3080,Volkswagen,Vento,2014,11,132454,Electric,Manual,2nd Owner,Pune,170945
3081,Hyundai,Creta,2007,18,56905,Petrol,Manual,1st Owner,Jaipur,163438
3082,Toyota,Innova,2012,13,46044,CNG,Manual,2nd Owner,Nagpur,108717
3083,Renault,Kwid,2021,4,99675,Electric,Manual,3rd Owner,Hyderabad,321455
3084,Ford,Endeavour,2008,17,82571,Electric,Manual,1st Owner,Mumbai,265754
3085,Toyota,Etios,2013,12,87497,Electric,Manual,1st Owner,Ahmedabad,720183
3086,Renault,Kiger,2013,12,19326,Electric,Automatic,1st Owner,Bangalore,616519
3087,Renault,Triber,2013,12,142694,Electric,Manual,3rd Owner,Bangalore,488130
3088,Mahindra,XUV500,2014,11,28320,Diesel,Automatic,2nd Owner,Pune,151057
3089,Maruti,Baleno,2010,15,116837,Electric,Automatic,1st Owner,Pune,130981
3090,Ford,Ecosport,2007,18,14491,Petrol,Manual,3rd Owner,Nagpur,546307
3091,Honda,WRV,2008,17,48448,CNG,Manual,2nd Owner,Mumbai,589978
3092,Maruti,Swift,2013,12,120556,CNG,Automatic,2nd Owner,Nagpur,640618
3093,Ford,Freestyle,2021,4,76204,CNG,Manual,2nd Owner,Mumbai,896660
3094,Hyundai,i10,2006,19,124536,Electric,Manual,1st Owner,Ahmedabad,449755
3095,Mahindra,XUV500,2015,10,86249,Diesel,Manual,1st Owner,Ahmedabad,1126204
3096,Hyundai,Venue,2008,17,115919,Petrol,Manual,2nd Owner,Nagpur,80151
3097,Hyundai,Creta,2014,11,81998,Petrol,Automatic,2nd Owner,Nagpur,937499
3098,Mahindra,Scorpio,2012,13,141048,CNG,Automatic,3rd Owner,Chennai,681908
3099,Mahindra,XUV700,2008,17,130840,Petrol,Manual,3rd Owner,Bangalore,394685
3100,Maruti,Swift,2014,11,52215,Electric,Automatic,2nd Owner,Bangalore,977956
3101,Volkswagen,Virtus,2019,6,66697,Petrol,Automatic,1st Owner,Nagpur,1055712
3102,Tata,Tiago,2021,4,134842,Diesel,Manual,3rd Owner,Jaipur,1124065
3103,Ford,Aspire,2012,13,45221,Electric,Automatic,3rd Owner,Ahmedabad,265185
3104,Hyundai,i20,2013,12,57627,Petrol,Automatic,3rd Owner,Kolkata,1049040
3105,Ford,Figo,2016,9,100377,Petrol,Automatic,1st Owner,Chennai,1144259
3106,Hyundai,i10,2017,8,40716,CNG,Manual,2nd Owner,Nagpur,704996
3107,Toyota,Fortuner,2017,8,84235,Electric,Manual,3rd Owner,Jaipur,1086915
3108,Honda,Jazz,2016,9,132401,Petrol,Manual,3rd Owner,Bangalore,631834
3109,Renault,Kwid,2022,3,108578,Electric,Manual,2nd Owner,Chennai,547911
3110,Maruti,WagonR,2005,20,50517,Electric,Manual,1st Owner,Mumbai,111414
3111,Hyundai,i10,2007,18,90643,Electric,Manual,2nd Owner,Pune,468582
3112,Honda,Jazz,2021,4,26469,Diesel,Manual,1st Owner,Mumbai,367566
3113,Kia,Sonet,2011,14,144160,CNG,Automatic,3rd Owner,Nagpur,153266
3114,Kia,Carnival,2020,5,38516,Diesel,Manual,1st Owner,Mumbai,1034354
3115,Kia,Seltos,2020,5,127212,Diesel,Automatic,2nd Owner,Chennai,1094400
3116,Tata,Altroz,2007,18,144016,Diesel,Manual,1st Owner,Kolkata,239645
3117,Kia,Carnival,2014,11,36867,Electric,Automatic,1st Owner,Bangalore,179602
3118,Ford,Aspire,2008,17,119389,Diesel,Automatic,3rd Owner,Bangalore,416411
3119,Volkswagen,Polo,2018,7,126226,Electric,Automatic,1st Owner,Bangalore,441520
3120,Volkswagen,Polo,2023,2,64799,Diesel,Automatic,1st Owner,Jaipur,755324
3121,Ford,Endeavour,2008,17,50824,Electric,Manual,2nd Owner,Nagpur,393501
3122,Volkswagen,Taigun,2010,15,53889,CNG,Manual,3rd Owner,Kolkata,451375
3123,Kia,Carens,2012,13,117513,Electric,Manual,1st Owner,Pune,600014
3124,Mahindra,Scorpio,2006,19,116695,CNG,Manual,3rd Owner,Jaipur,62588
3125,Renault,Captur,2007,18,92541,CNG,Automatic,3rd Owner,Mumbai,446045
3126,Tata,Harrier,2021,4,130543,Petrol,Manual,2nd Owner,Nagpur,425651
3127,Maruti,WagonR,2017,8,66703,Electric,Manual,1st Owner,Kolkata,634185
3128,Ford,Endeavour,2005,20,61718,Diesel,Manual,2nd Owner,Jaipur,239765
3129,Maruti,Baleno,2015,10,95361,Electric,Automatic,1st Owner,Ahmedabad,530247
3130,Toyota,Etios,2023,2,87797,CNG,Manual,3rd Owner,Delhi,1044334
3131,Honda,City,2007,18,21879,Electric,Manual,2nd Owner,Ahmedabad,75724
3132,Kia,Carnival,2009,16,98099,Electric,Automatic,2nd Owner,Pune,184409
3133,Kia,Carens,2010,15,58814,Diesel,Manual,1st Owner,Jaipur,147629
3134,Mahindra,Bolero,2021,4,43313,Diesel,Automatic,3rd Owner,Jaipur,641570
3135,Mahindra,Scorpio,2008,17,15306,Electric,Manual,1st Owner,Delhi,616562
3136,Ford,Aspire,2014,11,147807,CNG,Manual,1st Owner,Mumbai,814997
3137,Hyundai,Verna,2019,6,10899,CNG,Manual,3rd Owner,Ahmedabad,1040293
3138,Hyundai,Venue,2010,15,133465,Electric,Manual,3rd Owner,Kolkata,433383
3139,Volkswagen,Taigun,2016,9,92036,Petrol,Manual,1st Owner,Chennai,278686
3140,Hyundai,Verna,2014,11,145972,CNG,Manual,1st Owner,Kolkata,364121
3141,Maruti,Swift,2011,14,114665,Petrol,Automatic,1st Owner,Delhi,411828
3142,Tata,Punch,2012,13,5739,Diesel,Automatic,3rd Owner,Delhi,624987
3143,Renault,Triber,2011,14,35075,Electric,Manual,3rd Owner,Mumbai,316077
3144,Ford,Ecosport,2008,17,115631,Electric,Automatic,3rd Owner,Ahmedabad,339779
3145,Mahindra,Bolero,2013,12,102993,CNG,Automatic,1st Owner,Mumbai,715519
3146,Ford,Aspire,2023,2,126715,Petrol,Manual,3rd Owner,Jaipur,957691
3147,Toyota,Yaris,2005,20,31175,CNG,Manual,2nd Owner,Kolkata,262143
3148,Ford,Ecosport,2021,4,5941,Diesel,Automatic,1st Owner,Pune,1312296
3149,Maruti,Celerio,2018,7,113973,Petrol,Manual,1st Owner,Chennai,539247
3150,Toyota,Glanza,2012,13,47636,Diesel,Manual,2nd Owner,Jaipur,504869
3151,Renault,Triber,2012,13,96708,CNG,Manual,3rd Owner,Hyderabad,993244
3152,Tata,Tiago,2011,14,100455,Petrol,Manual,1st Owner,Pune,605701
3153,Toyota,Fortuner,2021,4,119138,Diesel,Automatic,2nd Owner,Jaipur,622959
3154,Mahindra,Bolero,2019,6,77446,Petrol,Manual,1st Owner,Hyderabad,1195149
3155,Kia,Seltos,2023,2,128440,Petrol,Automatic,1st Owner,Hyderabad,512034
3156,Mahindra,Thar,2015,10,82336,CNG,Manual,1st Owner,Chennai,877587
3157,Renault,Triber,2019,6,135003,Petrol,Manual,3rd Owner,Bangalore,1299908
3158,Kia,Sonet,2005,20,85071,CNG,Automatic,2nd Owner,Delhi,375420
3159,Toyota,Innova,2007,18,106988,Petrol,Automatic,3rd Owner,Nagpur,523884
3160,Maruti,Swift,2016,9,49010,Diesel,Manual,1st Owner,Bangalore,1106209
3161,Volkswagen,Virtus,2006,19,7034,Diesel,Automatic,2nd Owner,Kolkata,119427
3162,Kia,Sonet,2005,20,134982,CNG,Automatic,1st Owner,Pune,196047
3163,Volkswagen,Virtus,2023,2,38199,Electric,Manual,3rd Owner,Chennai,1757083
3164,Mahindra,Scorpio,2021,4,132336,CNG,Manual,3rd Owner,Chennai,1450489
3165,Hyundai,Verna,2013,12,66565,Electric,Automatic,3rd Owner,Bangalore,218268
3166,Volkswagen,Polo,2005,20,128276,Diesel,Automatic,3rd Owner,Hyderabad,235056
3167,Toyota,Etios,2013,12,86187,CNG,Manual,1st Owner,Ahmedabad,848641
3168,Tata,Harrier,2009,16,106083,CNG,Automatic,3rd Owner,Bangalore,447901
3169,Toyota,Yaris,2008,17,107498,Petrol,Automatic,1st Owner,Chennai,570602
3170,Volkswagen,Taigun,2023,2,19205,Electric,Automatic,2nd Owner,Jaipur,1373364
3171,Mahindra,XUV500,2015,10,114219,Petrol,Automatic,2nd Owner,Jaipur,787635
3172,Mahindra,Thar,2006,19,133137,Diesel,Manual,2nd Owner,Pune,385522
3173,Ford,Figo,2011,14,87916,Petrol,Manual,2nd Owner,Jaipur,852796
3174,Volkswagen,Vento,2009,16,55003,Diesel,Automatic,2nd Owner,Mumbai,429789
3175,Ford,Freestyle,2023,2,94146,Diesel,Automatic,3rd Owner,Mumbai,730655
3176,Tata,Harrier,2015,10,56266,Diesel,Automatic,1st Owner,Chennai,926293
3177,Honda,Civic,2019,6,45861,CNG,Manual,1st Owner,Delhi,515427
3178,Renault,Captur,2007,18,81551,Electric,Automatic,1st Owner,Nagpur,309956
3179,Toyota,Fortuner,2016,9,123353,Petrol,Manual,1st Owner,Mumbai,878199
3180,Honda,City,2011,14,114601,CNG,Automatic,2nd Owner,Nagpur,503104
3181,Ford,Figo,2010,15,33252,Diesel,Manual,3rd Owner,Delhi,871139
3182,Maruti,Dzire,2015,10,12776,Electric,Automatic,1st Owner,Delhi,601639
3183,Kia,Sonet,2005,20,100598,Electric,Automatic,2nd Owner,Kolkata,262373
3184,Maruti,WagonR,2016,9,101919,CNG,Automatic,3rd Owner,Chennai,218812
3185,Ford,Ecosport,2015,10,117382,Petrol,Automatic,2nd Owner,Ahmedabad,775353
3186,Mahindra,Scorpio,2009,16,132967,Electric,Manual,3rd Owner,Nagpur,128094
3187,Ford,Figo,2005,20,141196,Diesel,Manual,2nd Owner,Nagpur,274453
3188,Tata,Harrier,2023,2,9553,Diesel,Manual,1st Owner,Mumbai,1858777
3189,Toyota,Innova,2017,8,32311,Electric,Manual,2nd Owner,Ahmedabad,240971
3190,Hyundai,Creta,2008,17,50257,Petrol,Manual,1st Owner,Nagpur,308002
3191,Volkswagen,Polo,2019,6,119405,Electric,Manual,1st Owner,Kolkata,613796
3192,Kia,Sonet,2012,13,65610,Petrol,Manual,3rd Owner,Kolkata,332886
3193,Toyota,Glanza,2005,20,130929,Petrol,Manual,1st Owner,Kolkata,67599
3194,Kia,Sonet,2009,16,138931,Diesel,Automatic,2nd Owner,Hyderabad,260838
3195,Maruti,WagonR,2014,11,89974,Electric,Automatic,1st Owner,Jaipur,360101
3196,Mahindra,Scorpio,2010,15,140935,Petrol,Manual,1st Owner,Kolkata,146584
3197,Honda,WRV,2018,7,100859,CNG,Manual,3rd Owner,Hyderabad,1303194
3198,Volkswagen,Virtus,2005,20,116827,CNG,Automatic,1st Owner,Hyderabad,241876
3199,Renault,Duster,2019,6,149208,Electric,Automatic,2nd Owner,Ahmedabad,1269046
3200,Renault,Kwid,2013,12,114202,CNG,Automatic,2nd Owner,Ahmedabad,207959
3201,Hyundai,i20,2021,4,136104,Electric,Manual,3rd Owner,Hyderabad,539312
3202,Maruti,Celerio,2009,16,139387,Diesel,Automatic,3rd Owner,Pune,453054
3203,Renault,Kwid,2005,20,94548,Diesel,Automatic,1st Owner,Jaipur,298409
3204,Ford,Endeavour,2022,3,140085,Petrol,Manual,1st Owner,Kolkata,1117460
3205,Renault,Kiger,2016,9,21804,Diesel,Automatic,3rd Owner,Jaipur,694278
3206,Tata,Tiago,2009,16,99624,Diesel,Automatic,3rd Owner,Hyderabad,184359
3207,Maruti,Swift,2023,2,27439,CNG,Manual,3rd Owner,Ahmedabad,247059
3208,Hyundai,Venue,2005,20,139856,Electric,Automatic,1st Owner,Chennai,126253
3209,Renault,Kwid,2006,19,128547,CNG,Manual,2nd Owner,Bangalore,209581
3210,Kia,Carens,2019,6,104433,Electric,Manual,3rd Owner,Hyderabad,1090850
3211,Maruti,WagonR,2007,18,29009,Petrol,Manual,1st Owner,Ahmedabad,130068
3212,Renault,Kiger,2016,9,12360,Diesel,Manual,2nd Owner,Mumbai,528503
3213,Honda,Civic,2020,5,47853,Diesel,Manual,1st Owner,Pune,238402
3214,Tata,Punch,2020,5,100544,Electric,Automatic,3rd Owner,Ahmedabad,1084028
3215,Volkswagen,Virtus,2015,10,123306,CNG,Automatic,1st Owner,Chennai,390645
3216,Volkswagen,Taigun,2010,15,19721,CNG,Manual,2nd Owner,Hyderabad,269781
3217,Mahindra,XUV500,2014,11,15315,CNG,Manual,1st Owner,Bangalore,1283070
3218,Volkswagen,Vento,2019,6,116083,Electric,Automatic,2nd Owner,Jaipur,448723
3219,Ford,Figo,2021,4,88946,CNG,Automatic,1st Owner,Ahmedabad,1065625
3220,Maruti,WagonR,2021,4,83190,Electric,Manual,2nd Owner,Hyderabad,278305
3221,Mahindra,Thar,2021,4,110058,Diesel,Automatic,3rd Owner,Mumbai,1127814
3222,Honda,Jazz,2005,20,119486,Diesel,Manual,2nd Owner,Chennai,186423
3223,Renault,Kiger,2008,17,30472,Petrol,Manual,3rd Owner,Mumbai,709452
3224,Hyundai,Verna,2013,12,112573,Electric,Automatic,3rd Owner,Bangalore,348880
3225,Toyota,Yaris,2018,7,35876,Diesel,Manual,3rd Owner,Ahmedabad,745521
3226,Kia,Seltos,2006,19,45946,Diesel,Automatic,2nd Owner,Delhi,379547
3227,Renault,Duster,2005,20,92804,CNG,Automatic,3rd Owner,Delhi,423073
3228,Renault,Kiger,2008,17,41937,Petrol,Automatic,2nd Owner,Hyderabad,413190
3229,Ford,Figo,2014,11,50745,Diesel,Automatic,1st Owner,Ahmedabad,681735
